source_url,page_url,post_id,author,posted_at,heading,text,sentiment_compound,sentiment_label,sentiment_pos,sentiment_neg,sentiment_neu
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115036035-116836035.html,116836035,ssvasan2005,2026-01-25 04:28:55,Reliance,news of usa tarriff cut by 25 percent on india can help reliance majorly and nifty up move on expiry day tuesday,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115034829-116835955.html,116835955,ssm58,2026-01-24 23:16:32,Reliance,As per news reliance in energy business combined all its subsideries into one entity,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115035914-116835914.html,116835914,HODL,2026-01-24 22:21:58,Reliance,so we dont have a spine to live on our own heads up,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115035873-116835873.html,116835873,mahendrably,2026-01-24 21:18:02,Reliance,Trump is clearly deep against China not against India warning to Canada suggest,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115035670-116835670.html,116835670,mahendrably,2026-01-24 17:38:02,Reliance,Path To Take Them Off Trump Aide Hints At Removing 25 percent Tariffs On India US Bessant,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115034921-116834921.html,116834921,mahendrably,2026-01-24 11:00:02,Reliance,Reliance is regarded as one of the wonder in business houses but in ours market play of shares price say entirely different story,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115034829-116834829.html,116834829,mahendrably,2026-01-24 10:28:15,Reliance,ITC fall tobacco duty ADANI fall US sec reliance fall baseless if position load in market is concerned than one day grand fall should be seen reliance baba is down on daily slow poison basis,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115034808-116834808.html,116834808,mahendrably,2026-01-24 10:23:11,Reliance,Intel chief sincerely admitted that coming is facing task to 2027 so only fall here reliance has openly announced resounding postion and growth in present and future but shares falls when market rejects credibility of market leader such markets needs shot making syndicates,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115034337-116834337.html,116834337,mahendrably,2026-01-23 22:55:17,Reliance,what is the future of this market and Reliance when share price fall baseless,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115033939-116833939.html,116833939,nair1948,2026-01-23 19:49:01,Reliance,"Budget or relief has nothing to do with this stock. This will keep falling nonstop, thats all.",0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115033797-116833797.html,116833797,ssvasan2005,2026-01-23 18:53:26,Reliance,if budget provides relief to investors fraternity only then can market show up move and trade deal can add to up move. Post expiry and pre budget 3 sessions important,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115033693-116833693.html,116833693,Shrish21211,2026-01-23 17:57:00,Reliance,Reliance Industries may see positive momentum as the merger of 16 subsidiaries into Reliance New Energy strengthens the long term renewable energy focus.,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115033592-116833592.html,116833592,ybcool1992,2026-01-23 17:22:35,Reliance,"my total 3 picks for large, mid, small cap to play for next 9-12 month for decent returns.. RELIANCE, AJAXENGG,CDSL... Lets see how it goes... started building positions in tranches...",0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115030764-116830764.html,116830764,Infinity99,2026-01-23 11:29:26,Reliance,budget ke baad 1200 lock karo. 5 years se zero or negative returns. pause agar savings account mein bhi rakh dete to 3 to 4 percent interest milta. yahan free mein logon ka paisa interest free use Kiya jaa raha hain. bank se loan lene ki zaroorat hi nahi..public funded private family,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115032770-116832770.html,116832770,Trader1,2026-01-23 15:00:46,Reliance,Don’t panic 1420 soon before CMP 1389,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115032569-116832569.html,116832569,rpower2,2026-01-23 14:42:00,Reliance,happy to see the downtrend in market even i want completely exit of US based FII whose control indian economy better that indian market even little bit lower but not give such sudden zigzag and fundamental strong present govt badly fail on economic front its truth rich indian now more rich while poor indian now more poor in last 13 years bitter but truth,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115032547-116832547.html,116832547,Everestdelta,2026-01-23 14:40:16,Reliance,More than 10 MNCs should be included in NIFTY 50 to avoid volatility. Volume is not important. Fundamental of company is important.,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115032349-116832349.html,116832349,Everestdelta,2026-01-23 14:22:38,Reliance,Poor stocks have been included in NIFTY 50 in the past. About 20 NIFTY stocks have very poor fundamentals. These should be removed from NIFTY to avoid volatality. MNCs stocks should be included in NIFTY 50.,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115032057-116832114.html,116832114,KARUNAS,2026-01-23 13:52:36,Reliance,Very sad for the small retail shareholders of RIL.,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115032057-116832057.html,116832057,BigBull_One_n_Only,2026-01-23 13:46:35,Reliance,It’s seems that 1150 coming,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115031948-116831948.html,116831948,Trader1,2026-01-23 13:34:26,Reliance,Bought reliance at 1384 CMP 1384 Expected 1420,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115031941-116831941.html,116831941,Infinity99,2026-01-23 13:33:23,Reliance,one ipo came and went now second will also come n go. price will be where it was 5 years back and investors and shareholders in loss and jeffreys will be giving 3500 targets daily .hahaha same story on and on.,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115031368-116831368.html,116831368,dhuria,2026-01-23 12:31:43,Reliance,dbad sir such dull markeet company take biggest jio ipo in markeet..,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115030921-116831335.html,116831335,KARUNAS,2026-01-23 12:28:18,Reliance,"to make the jio platform ipo a success, they will have to take it up before the ipo in any case. hence, a better buy currently.",0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115031319-116831319.html,116831319,dhuria,2026-01-23 12:27:01,Reliance,d bad sir when jio ipo coming are u confirm in dull markeet company take big risk for india biggest ipo value wise,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115031009-116831009.html,116831009,Trader1,2026-01-23 11:55:33,Reliance,Re entered partially at 1388 High risk trader buy 1400 ce at 6 wait for expiry CMP 1389,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115030921-116830921.html,116830921,DBAD,2026-01-23 11:46:28,Reliance,ALL SET TO MAKE NEW HIGH WITH IN SIX MONTHS N MOST PROBABLY BEFORE THE JIO PLATFORM IPO.,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115030126-116830126.html,116830126,1951,2026-01-23 10:32:26,Reliance,alok indus ko to niche hi niche le gaya. how we can hope as after bonus its not gone up to 1700 or 1800. isold at a total loss of 7000₹.,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115030097-116830097.html,116830097,Trader1,2026-01-23 10:29:53,Reliance,Bought earlier at 1380 Partial booked yesterday 1416 today complete at 1402 Will renter below 1380 CMP 1402,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115029896-116829896.html,116829896,mkunap,2026-01-23 10:10:21,Reliance,but today is friday just slice every rise today,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115029191-116829191.html,116829191,chaya1970,2026-01-23 08:51:18,Reliance,Union budget 2026 will provide a boost just patience,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115028946-116828946.html,116828946,ASAP,2026-01-23 07:54:20,Reliance,Good buying zone target 1800 and 2250 by March,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115028834-116828834.html,116828834,yogaraj_88,2026-01-23 03:33:55,Reliance,mota bhai upar layega dekhna 1500 pakka end of February and jio ipo ke pahle 1700 pakka jayega,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115028795-116828795.html,116828795,mahendrably,2026-01-23 00:40:36,Reliance,When success and good growth of the company is not able to drive share to respectable share price best option for the company is limit flow of shares in market through good buy back....,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115028725-116828790.html,116828790,mahendrably,2026-01-23 00:35:20,Reliance,Again great development in reliance transformation as great company has everything to stay at top in Indian market only and very important setback is movement of share price which is not tandem with company growth....,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115028725-116828725.html,116828725,Shrihari2021,2026-01-22 23:23:33,Reliance,Reliance Industries merges 16 step-down subsidiaries into Reliance New Energy,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115028566-116828566.html,116828566,mahendrably,2026-01-22 22:29:57,Reliance,At this level of reliance 1400 shot freeze like infosys should occur,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115028509-116828509.html,116828509,mahendrably,2026-01-22 22:13:55,Reliance,American market capability of coming back to positive is wonderful especially when Trump has taken over so every word of Trump is turning to do importance,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115028434-116828434.html,116828434,mahendrably,2026-01-22 21:56:37,Reliance,Indian stocks come back from negative to positive record has been very poor just because of reliance even itc crash has not made market weak,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115028405-116828405.html,116828405,AnantJain,2026-01-22 21:50:03,Reliance,Ambani is a smart guy for his every charity he short sells his own stock and buys back at lower price so our hard earned money destroyed by mota bhai used for charity like recently in somnath and many God is great and karma is bitch,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115028385-116828385.html,116828385,mahendrably,2026-01-22 21:45:16,Reliance,Indian market unable convert america positive mood to buyers advantage especially reliance lacking positive movement,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115028239-116828239.html,116828239,yogaraj_88,2026-01-22 21:07:44,Reliance,buy buy reliance good fundamental stock,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115027679-116827679.html,116827679,Shrish21211,2026-01-22 18:33:44,Reliance,"It looks like a short term decline driven by geopolitical pressures, with a recovery possible as conditions stabilise.",0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115027017-116827017.html,116827017,dilagrandi,2026-01-22 15:45:35,Reliance,Ril khud short kia so guys do not expect any up move its expiry nichey rahega kiuki aj aur kal ril cover karega . aj market upar giya lekin ril ka price barbe nehi diya ril 1320 le kar jayega phir upar uthayega ussey pahele nehi aj upar janeka situation tha market 270 point giya lekin ril jan bujhkar 1420 ke upar nehi giya russian oil refuse karnese ek din mey 5 takka thoka lekin phirse russian oil accept karne ka baujut price nehi bara pure manipulation koi kuch nehi kar sakte,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115026978-116826978.html,116826978,Manishcoeb,2026-01-22 15:39:31,Reliance,market ka sabse thakela share....no movement...worst,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115026751-116826751.html,116826751,subhasc,2026-01-22 15:08:50,Reliance,kwabi pulao pak raha hain kya,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115026649-116826649.html,116826649,pradipk,2026-01-22 14:58:08,Reliance,1450 by tomorrow.. upside expected in last 30 min,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115026489-116826489.html,116826489,kingofstock_25,2026-01-22 14:42:02,Reliance,sell reliance 1380-74 expected.. upcoming big issues coming to india.. dont expect upside even though global market raise.. trump tariff will see big impact on gdp,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115025545-116825545.html,116825545,Mpd1962,2026-01-22 12:35:27,Reliance,sell reliance. no hopes. no power left in mukesh ambani.,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115025364-116825364.html,116825364,captainspark,2026-01-22 12:17:16,Reliance,reliance may provide leadership to nifty in later half by trying to move up,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115025152-116825152.html,116825152,kk05,2026-01-22 11:52:55,Reliance,since morning rvn non stop falling... while other pau stocks are at near day high..,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115025056-116825056.html,116825056,brijvarma,2026-01-22 11:40:44,Reliance,"RIL will at least take 5 to 10 years to fully realize the potential of New Energy Businesses till they have completed the full cycle of manufacturing and deployment of solar panels in their own solar farms along with building the entire ecosystem for Hydrogen Fueled vehicles. It’s a promising sector and will certainly require Reliance scale to make it a success for India. However, like ADANI Do not expect super premium valuations for RIL as it moves well within comfortable valuations and moves slowly. People Holding RIL for over 10 years are well aware of the movement style of RIL. At the moment RIL may only look forward to utilize all the Solar panels deployed for captive use and well as producing Green Hydrogen and Ammonia as they are not fully present in the Power Distribution now and the Power distribution Business is controlled by Adanis which might create conflicting situation for RIL. Solar powered data center and use of solar power to produce GREEN HYDROGEN and AMONIA is yet another example of Back ward forward integration RIL is known for Where the Profit margis will be captured in Panel Production Energy production Conversion to Hydgrogen Amonia and alos use in Data centre",0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115024932-116824932.html,116824932,sk9,2026-01-22 11:24:33,Reliance,"trading bet, buy reliance cmp 1405, buy more if get 1390, SL 1380 targets 1500",0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115024589-116824808.html,116824808,KARUNAS,2026-01-22 11:08:44,Reliance,"Currently Slipping below 1400 currently, VERY BAD for its retail small share holders.",0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115024722-116824722.html,116824722,amit9010,2026-01-22 10:58:14,Reliance,nifty 250 up se 100 up ab isko koyi tv channel wala profit booking ka nam nahi de to accha hai,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115024589-116824589.html,116824589,Trader1,2026-01-22 10:46:36,Reliance,"Not expecting any miracle in reliance Even with good budget, CMP 1406",0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115024225-116824225.html,116824225,mahibe,2026-01-22 10:16:36,Reliance,"Dont sell single share. Mother of all deals EU India trade deal , budget and quarterly results will ensure bulls come back with full force. Opinion only",0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115024178-116824178.html,116824178,Financeanalyst,2026-01-22 10:12:16,Reliance,time to short metals. we have taken short position in silver etf and expecting 50 percent fall in no time,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115024174-116824174.html,116824174,Trader1,2026-01-22 10:12:07,Reliance,Bought at 1382 Booked partial profit CMP 1416 Let’s see,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115023997-116823997.html,116823997,dilagrandi,2026-01-22 09:59:53,Reliance,khaddey mey giya mukesh ka company market 270 point upar giya aur RIL 20 rs upar nehi ja paya lagta hay mukesh bhai khud thik ke rakha isiliye upar jane nehi de raha hay,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115023614-116823614.html,116823614,vinit87,2026-01-22 09:32:54,Reliance,If this 1420 cross next target 1440 buying,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115023432-116823432.html,116823432,venky027,2026-01-22 09:11:19,Reliance,short-term target is 1500,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115022924-116822924.html,116822924,mahendrably,2026-01-22 01:32:06,Reliance,Market will show whether reliance share price going down was match fixing......,0.0,neutral,0.0,0.0,1.0
https://mmb.moneycontrol.com/forum-topics/stocks/reliance-322.html,https://mmb.moneycontrol.com/forum-topics/stocks/reliance/thread-message-115022922-116822922.html,116822922,mahendrably,2026-01-22 01:30:09,Reliance,Gift Nifty is very good up Trump signalled no war over Greenland climdown from imposing tariffs on eu countries good statement on trade deal with India and EU deal finalized can Reliance share gain lost price in a day when market moving down reliance was leading downward with full strength can gain in same way if yes than reliance will be real Master of the market mark my golden words...,0.0,neutral,0.0,0.0,1.0
